"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"149072",148900,123,60,530,2,4,"0"
"149074",148900,123,31,530,2,4,"0"
"149076",148900,123,27,530,2,4,"0"
"149078",148900,123,81,530,2,4,"0"
"149080",148900,123,31,530,2,4,"0"
"149082",148900,123,40,530,2,4,"0"
"149084",148900,123,82,530,2,4,"0"
"149086",148900,123,22,530,2,4,"0"
"149090",148900,123,22,530,2,4,"0"
"149092",148900,123,22,530,2,4,"0"
"149095",148900,123,22,530,2,4,"0"
"149097",148900,123,22,530,2,4,"0"
"149102",148900,123,31,530,2,4,"0"
"149109",148900,123,27,530,2,4,"0"
"149110",148900,123,31,530,2,3,"1"
"149114",148900,123,80,530,2,4,"0"
"149116",148900,123,22,530,2,4,"0"
"149122",148900,123,83,530,2,4,"0"
"149124",148900,123,31,530,2,4,"0"
"149130",148900,123,31,530,2,4,"0"
"149144",148900,123,31,530,2,4,"0"
"149164",148900,123,22,530,2,3,"1"
"149184",148900,123,31,530,2,4,"0"
"149187",148900,123,40,530,2,4,"0"
"149189",148900,123,31,530,2,4,"0"
"149191",148900,123,31,530,2,4,"0"
"149193",148900,123,22,530,2,3,"1"
"149197",148900,123,41,530,2,4,"0"
"149200",148900,123,31,530,2,4,"0"
"149202",148900,123,31,530,2,4,"0"
"149204",148900,123,81,530,2,4,"0"
"149206",148900,123,31,530,2,4,"0"
"149208",148900,123,80,530,2,4,"0"
"149210",148900,123,31,530,2,4,"0"
"149212",148900,123,45,530,2,4,"0"
"149214",148900,123,31,530,2,4,"0"
"149216",148900,123,31,530,2,4,"0"
"149219",148900,123,27,530,2,4,"0"
"149221",148900,123,45,530,2,4,"0"
"149223",148900,123,80,530,2,4,"0"
"149225",148900,123,31,530,2,4,"0"
"149232",148900,123,80,530,2,4,"0"
"149234",148900,123,22,530,2,4,"0"
"149236",148900,123,80,530,2,4,"0"
"149238",148900,123,80,530,2,4,"0"
"149239",148900,123,81,530,2,4,"0"
"149242",148900,123,22,530,2,4,"0"
"149244",148900,123,22,530,2,4,"0"
"149246",148900,123,83,530,2,4,"0"
"149248",148900,123,81,530,2,4,"0"
"149253",148900,123,82,530,2,4,"0"
"149255",148900,123,82,530,2,4,"0"
"149257",148900,123,22,530,2,4,"0"
"149261",148900,123,80,530,2,4,"0"
"149264",148900,123,22,530,2,4,"0"
"149268",148900,123,83,530,2,4,"0"
"149270",148900,123,40,530,2,4,"0"
"149274",148900,123,82,530,2,4,"0"
"149276",148900,123,40,530,2,4,"0"
"149278",148900,123,40,530,2,4,"0"
"149280",148900,123,22,530,2,3,"1"
"149291",148900,123,31,530,2,4,"0"
"149310",148900,123,31,530,2,4,"0"
"149318",148900,123,22,530,2,3,"1"
"149336",148900,123,22,530,2,4,"0"
"149344",148900,123,22,530,2,4,"0"
"149350",148900,123,22,530,2,3,"1"
"149368",148900,123,80,530,2,4,"0"
"149373",148900,123,31,530,2,4,"0"
"149392",148900,123,31,530,2,4,"0"
"149397",148900,123,80,530,2,4,"0"
"149401",148900,123,31,530,2,4,"0"
"149405",148900,123,81,530,2,4,"0"
"149409",148900,123,82,530,2,4,"0"
"149414",148900,123,83,530,2,4,"0"
"149415",148900,123,27,530,2,4,"0"
"149419",148900,123,81,530,2,4,"0"
"149423",148900,123,81,530,2,4,"0"
"149428",148900,123,83,530,2,4,"0"
"149430",148900,123,31,530,2,4,"0"
"149448",148900,123,83,530,2,4,"0"
"149459",148900,123,82,530,2,4,"0"
"149461",148900,123,22,530,2,4,"0"
"149463",148900,123,82,530,2,4,"0"
"149465",148900,123,82,530,2,4,"0"
"149467",148900,123,59,530,2,4,"0"
"149469",148900,123,82,530,2,4,"0"
"149474",148900,123,81,530,2,4,"0"
"149477",148900,123,22,530,2,4,"0"
"149479",148900,123,82,530,2,4,"0"
"149481",148900,123,22,530,2,4,"0"
"149483",148900,123,22,530,2,4,"0"
"149485",148900,123,82,530,2,4,"0"
"149487",148900,123,22,530,2,4,"0"
"149491",148900,123,22,530,2,4,"0"
"149497",148900,123,83,530,2,4,"0"
"149500",148900,123,82,530,2,4,"0"
"149503",148900,123,31,530,2,4,"0"
"149506",148900,123,22,530,2,4,"0"
"149510",148900,123,82,530,2,4,"0"
"149513",148900,123,82,530,2,4,"0"
"149526",148900,123,22,530,2,4,"0"
"149529",148900,123,82,530,2,4,"0"
"149532",148900,123,81,530,2,4,"0"
"149535",148900,123,40,530,2,4,"0"
"149538",148900,123,82,530,2,4,"0"
"149541",148900,123,80,530,2,4,"0"
"149544",148900,123,22,530,2,4,"0"
"149546",148900,123,82,530,2,4,"0"
"149549",148900,123,22,530,2,4,"0"
"149554",148900,123,22,530,2,4,"0"
"149557",148900,123,82,530,2,4,"0"
"149560",148900,91,31,69,2,5,"0"
"149580",148900,91,31,69,2,4,"0"
"149583",148900,217,31,69,2,5,"0"
"149584",148900,217,28,69,2,5,"0"
"149585",148900,91,31,69,2,4,"0"
"149591",148900,91,27,69,2,3,"1"
"149598",148900,91,31,69,2,3,"1"
"149602",148900,91,31,69,2,4,"0"
"149604",148900,91,22,69,2,4,"0"
"149606",148900,91,31,69,2,4,"0"
"149608",148900,91,31,69,2,4,"0"
"149610",148900,91,22,69,2,4,"0"
"149612",148900,91,31,69,2,3,"1"
"149614",148900,91,22,69,2,4,"0"
"149616",148900,217,31,69,2,4,"0"
"149619",148900,91,74,69,2,4,"0"
"149622",148900,91,13,69,2,4,"0"
"149623",148900,91,13,69,2,5,"0"
"149628",148900,91,31,69,2,4,"0"
"149637",148900,91,8,69,2,4,"0"
"149638",148900,91,8,69,2,4,"0"
"149639",148900,91,37,69,2,4,"0"
"149640",148900,91,8,69,2,4,"0"
"149641",148900,91,7,69,2,4,"0"
"149642",148900,91,8,69,2,4,"0"
"149643",148900,91,8,69,2,4,"0"
"149644",148900,217,8,69,2,4,"0"
"149645",148900,91,8,69,2,4,"0"
"149646",148900,91,8,69,2,4,"0"
"149652",148900,91,13,69,2,4,"0"
"149653",148900,91,20,69,2,4,"0"
"149654",148900,91,31,69,2,4,"0"
"149655",148900,91,13,69,2,4,"0"
"149656",148900,91,12,69,2,4,"0"
"149657",148900,91,29,69,2,4,"0"
"149658",148900,91,31,69,2,4,"0"
"149661",148900,91,31,69,2,4,"0"
"149662",148900,217,13,69,2,4,"0"
"149663",148900,217,13,69,2,4,"0"
"149680",148900,91,12,69,2,4,"0"
"149681",148900,217,22,69,2,4,"0"
"149693",148900,91,13,69,2,4,"0"
"149694",148900,91,8,69,2,4,"0"
"149695",148900,91,31,69,2,4,"0"
"149696",148900,91,8,69,2,4,"0"
"149697",148900,217,31,69,2,4,"0"
"149699",148900,91,13,69,2,4,"0"
"149701",148900,91,13,69,2,4,"0"
"149702",148900,217,31,69,2,4,"0"
"149703",148900,91,31,69,2,4,"0"
"149706",148900,91,13,69,2,4,"0"
"149713",148900,217,28,69,2,4,"0"
"149721",148900,217,28,69,2,4,"0"
"149733",148900,91,26,69,2,4,"0"
"149746",148900,91,8,69,2,4,"0"
"149747",148900,91,31,69,2,4,"0"
"149749",148900,91,8,69,2,4,"0"
"149750",148900,91,8,69,2,4,"0"
"149751",148900,91,12,69,2,4,"0"
"149752",148900,91,13,69,2,4,"0"
"149753",148900,91,13,69,2,4,"0"
"149754",148900,217,23,69,2,4,"0"
"149755",148900,91,13,69,2,4,"0"
"149756",148900,217,22,69,2,4,"0"
"149760",148900,217,22,69,2,4,"0"
"149763",148900,91,40,69,2,4,"0"
"149766",148900,91,22,69,2,4,"0"
"149769",148900,91,27,69,2,4,"0"
"149772",148900,217,82,69,2,4,"0"
"149775",148900,91,22,69,2,4,"0"
"149778",148900,91,31,69,2,4,"0"
"149781",148900,91,82,69,2,4,"0"
"149784",148900,91,22,69,2,4,"0"
"149787",148900,91,31,69,2,4,"0"
"149790",148900,217,82,69,2,4,"0"
"149793",148900,217,22,69,2,4,"0"
"149794",148900,91,83,69,2,4,"0"
"149797",148900,91,82,69,2,4,"0"
"149800",148900,91,40,69,2,4,"0"
"149803",148900,217,31,69,2,4,"0"
"149806",148900,91,82,69,2,4,"0"
"149809",148900,91,31,69,2,4,"0"
"149812",148900,91,40,69,2,4,"0"
"149815",148900,91,27,69,2,4,"0"
"149819",148900,91,22,69,2,4,"0"
"149822",148900,91,44,69,2,4,"0"
"149837",148900,91,31,69,2,4,"0"
"149840",148900,217,40,69,2,4,"0"
"149842",148900,91,82,69,2,4,"0"
"149845",148900,217,31,69,2,4,"0"
"149848",148900,91,40,69,2,4,"0"
"149851",148900,217,22,69,2,4,"0"
"149854",148900,91,22,69,2,4,"0"
"149857",148900,217,31,69,2,4,"0"
"149860",148900,91,40,69,2,4,"0"
"149862",148900,91,22,69,2,4,"0"
"149865",148900,91,22,69,2,4,"0"
"149868",148900,91,22,69,2,4,"0"
"149871",148900,91,22,69,2,4,"0"
"149875",148900,91,22,69,2,4,"0"
"149877",148900,91,22,69,2,4,"0"
"149880",148900,91,82,69,2,4,"0"
"149883",148900,91,22,69,2,4,"0"
"149886",148900,217,81,69,2,4,"0"
"149889",148900,91,80,69,2,4,"0"
"149891",148900,217,31,69,2,4,"0"
"149893",148900,91,80,69,2,4,"0"
"149895",148900,91,82,69,2,4,"0"
"149897",148900,91,83,69,2,4,"0"
"149900",148900,91,22,69,2,4,"0"
"149902",148900,91,80,69,2,4,"0"
"149904",148900,91,22,69,2,4,"0"
"149906",148900,91,22,69,2,4,"0"
"149909",148900,91,22,69,2,4,"0"
"149912",148900,91,82,69,2,4,"0"
"149915",148900,91,31,69,2,5,"0"
"149917",148900,91,82,69,2,4,"0"
"149919",148900,91,22,69,2,4,"0"
"149923",148900,91,81,69,2,4,"0"
"149926",148900,217,22,69,2,4,"0"
"149928",148900,91,82,69,2,4,"0"
"149931",148900,91,31,69,2,4,"0"
"149934",148900,91,22,69,2,4,"0"
"149949",148900,217,31,69,2,4,"0"
"149950",148900,91,82,69,2,4,"0"
"149955",148900,91,80,69,2,4,"0"
"149957",148900,91,31,69,2,4,"0"
"149962",148900,91,31,69,2,4,"0"
"149966",148900,91,82,69,2,4,"0"
"149970",148900,91,22,69,2,4,"0"
"149975",148900,91,82,69,2,4,"0"
"149980",148900,91,40,69,2,4,"0"
"149982",148900,91,82,69,2,4,"0"
"150006",148900,91,22,69,2,4,"0"
"150019",148900,91,31,69,2,4,"0"
"150024",148900,91,40,69,2,4,"0"
"150026",148900,91,80,69,2,4,"0"
"150028",148900,91,81,69,2,4,"0"
"150030",148900,217,22,69,2,4,"0"
"150032",148900,91,80,69,2,4,"0"
"150041",148900,91,82,69,2,4,"0"
"150043",148900,91,81,69,2,4,"0"
"150045",148900,91,81,69,2,4,"0"
"150047",148900,91,82,69,2,4,"0"
"150049",148900,91,31,69,2,4,"0"
"150051",148900,217,22,69,2,4,"0"
"150074",148900,217,31,69,2,4,"0"
"150078",148900,91,40,69,2,4,"0"
"150081",148900,217,31,69,2,4,"0"
"150087",148900,91,31,69,2,4,"0"
"150089",148900,217,80,69,2,4,"0"
"150094",148900,217,80,69,2,4,"0"
"150096",148900,91,31,69,2,4,"0"
"150098",148900,91,22,69,2,4,"0"
"150099",148900,91,40,69,2,4,"0"
"150101",148900,217,82,69,2,4,"0"
"150102",148900,36,81,69,2,4,"0"
"150104",148900,91,80,69,2,4,"0"
"150106",148900,217,22,69,2,4,"0"
"150108",148900,217,31,69,2,4,"0"
"150109",148900,91,22,69,2,4,"0"
"150110",148900,217,40,69,2,4,"0"
"150113",148900,217,80,69,2,4,"0"
"150114",148900,217,81,69,2,4,"0"
"150117",148900,91,31,69,2,4,"0"
"150139",148900,91,80,69,2,4,"0"
"150142",148900,91,22,69,2,4,"0"
"150145",148900,217,80,69,2,4,"0"
"150147",148900,217,22,69,2,4,"0"
"150149",148900,217,31,69,2,4,"0"
"150155",148900,217,40,69,2,4,"0"
"150157",148900,91,31,69,2,3,"1"
"150165",148900,91,31,69,2,4,"0"
"150184",148900,217,80,69,2,4,"0"
"150185",148900,91,31,69,2,4,"0"
"150190",148900,217,31,69,2,5,"0"
"150203",148900,91,27,69,2,4,"0"
"150206",148900,217,45,69,2,4,"0"
"150210",148900,91,82,69,2,4,"0"
"150214",148900,91,82,69,2,4,"0"
"150218",148900,91,41,69,2,5,"0"
"150223",148900,91,36,69,2,4,"0"
"150228",148900,91,22,69,2,4,"0"
"150230",148900,217,81,69,2,4,"0"
"150252",148900,91,27,69,2,4,"0"
"150253",148900,91,31,69,2,4,"0"
"150255",148900,217,63,69,2,4,"0"
"150261",148900,91,81,69,2,4,"0"
"150262",148900,91,58,69,2,4,"0"
"150264",148900,91,27,69,2,4,"0"
"150266",148900,91,31,69,2,3,"1"
"150271",148900,91,22,69,2,4,"0"
"150277",148900,11,8,10,2,5,"0"
"150285",148900,11,25,10,2,4,"0"
"150286",148900,36,8,10,2,4,"0"
"150287",148900,11,18,10,2,4,"0"
"150288",148900,11,31,10,2,4,"0"
"150290",148900,11,31,10,2,3,"1"
"150297",148900,11,27,10,2,3,"1"
"150325",148900,11,14,10,2,4,"0"
"150329",148900,11,33,10,2,4,"0"
"150332",148900,47,31,10,2,4,"0"
"150334",148900,11,12,10,2,4,"0"
"150335",148900,11,22,10,2,3,"1"
"150359",148900,11,26,10,2,4,"0"
"150382",148900,11,28,10,2,4,"0"
"150383",148900,11,28,10,2,4,"0"
"150398",148900,11,13,10,2,3,"1"
"150401",148900,11,31,10,2,3,"1"
"150410",148900,11,31,10,2,3,"1"
"150420",148900,11,31,10,2,4,"0"
"150423",148900,11,13,10,2,4,"0"
"150427",148900,11,30,10,2,4,"0"
"150431",148900,11,25,10,2,4,"0"
"150432",148900,11,23,10,2,4,"0"
"150433",148900,11,23,10,2,4,"0"
"150434",148900,11,23,10,2,4,"0"
"150435",148900,11,16,10,2,4,"0"
"150436",148900,11,13,10,2,4,"0"
"150437",148900,11,13,10,2,4,"0"
"150438",148900,11,23,10,2,4,"0"
"150442",148900,11,31,10,2,4,"0"
"150445",148900,11,12,10,2,4,"0"
"150446",148900,11,20,10,2,4,"0"
"150456",148900,88,13,10,2,4,"0"
"150457",148900,11,12,10,2,4,"0"
"150458",148900,11,83,10,2,4,"0"
"150459",148900,11,13,10,2,4,"0"
"150460",148900,11,13,10,2,4,"0"
"150461",148900,11,13,10,2,4,"0"
"150462",148900,11,13,10,2,4,"0"
"150463",148900,11,31,10,2,3,"1"
"150475",148900,11,13,10,2,4,"0"
"150476",148900,139,14,10,2,4,"0"
"150481",148900,11,21,10,2,4,"0"
"150484",148900,11,82,10,2,3,"1"
"150486",148900,11,22,10,2,4,"0"
"150488",148900,11,36,10,2,4,"0"
"150489",148900,11,31,10,2,5,"0"
"150494",148900,11,66,10,2,4,"0"
"150496",148900,11,31,10,2,4,"0"
"150498",148900,11,31,10,2,4,"0"
"150500",148900,11,31,10,2,4,"0"
"150501",148900,11,22,10,2,4,"0"
"150502",148900,11,22,10,2,4,"0"
"150504",148900,11,22,10,2,4,"0"
"150505",148900,11,82,10,2,4,"0"
"150508",148900,11,22,10,2,4,"0"
"150514",148900,11,31,10,2,4,"0"
"150521",148900,11,26,10,2,5,"0"
"150522",148900,11,22,10,2,3,"1"
"150524",148900,11,22,10,2,4,"0"
"150538",148900,11,22,10,2,5,"0"
"150540",148900,11,31,10,2,4,"0"
"150542",148900,11,31,10,2,4,"0"
"150560",148900,11,13,10,2,4,"0"
"150562",148900,11,31,10,2,4,"0"
"150565",148900,11,31,10,2,4,"0"
"150579",148900,11,83,10,2,4,"0"
"150581",148900,11,82,10,2,4,"0"
"150583",148900,11,22,10,2,3,"1"
"150589",148900,11,23,10,2,3,"1"
"150591",148900,11,83,10,2,3,"1"
"150593",148900,11,82,10,2,3,"1"
"150599",148900,11,82,10,2,3,"1"
"150607",148900,11,31,10,2,5,"0"
"150622",148900,11,31,10,2,4,"0"
"150625",148900,11,82,10,2,4,"0"
"150626",148900,11,82,10,2,4,"0"
"150628",148900,11,22,10,2,4,"0"
"150654",148900,11,22,10,2,3,"1"
"150667",148900,11,31,10,2,4,"0"
"150671",148900,11,31,10,2,4,"0"
"150673",148900,11,31,10,2,3,"1"
"150680",148900,11,13,10,2,3,"1"
"150682",148900,11,31,10,2,3,"1"
"150704",148900,11,22,10,2,4,"0"
"150724",148900,11,31,10,2,4,"0"
"150741",148900,11,22,10,2,4,"0"
"150762",148900,11,22,10,2,4,"0"
"150765",148900,11,40,10,2,4,"0"
"150769",148900,11,31,10,2,4,"0"
"150771",148900,11,22,10,2,4,"0"
"150774",148900,11,22,10,2,4,"0"
"150778",148900,11,22,10,2,4,"0"
"150783",148900,11,83,10,2,4,"0"
"150787",148900,140,31,10,2,4,"0"
"150791",148900,11,83,10,2,4,"0"
"150795",148900,11,31,10,2,4,"0"
"150799",148900,11,81,10,2,5,"0"
"150803",148900,11,40,10,2,4,"0"
"150806",148900,11,31,10,2,3,"1"
"150813",148900,11,31,10,2,4,"0"
"150815",148900,11,31,10,2,4,"0"
"150818",148900,11,22,10,2,3,"1"
"150835",148900,11,31,10,2,4,"0"
"150838",148900,11,22,10,2,4,"0"
"150840",148900,11,40,10,2,3,"1"
"150858",148900,11,27,10,2,4,"0"
"150861",148900,11,80,10,2,4,"0"
"150866",148900,11,40,10,2,4,"0"
"150871",148900,42,82,10,2,4,"0"
"150875",148900,11,31,10,2,4,"0"
"150881",148900,11,31,10,2,4,"0"
"150885",148900,139,31,10,2,4,"0"
"150889",148900,11,82,10,2,4,"0"
"150893",148900,11,82,10,2,4,"0"
"150895",148900,11,22,10,2,4,"0"
"150897",148900,11,22,10,2,4,"0"
"150899",148900,11,22,10,2,4,"0"
"150901",148900,11,80,10,2,4,"0"
"150903",148900,11,22,10,2,4,"0"
"150906",148900,11,31,10,2,4,"0"
"150909",148900,11,83,10,2,4,"0"
"150911",148900,11,22,10,2,4,"0"
"150913",148900,11,31,10,2,4,"0"
"150915",148900,11,22,10,2,4,"0"
"150917",148900,11,70,10,2,4,"0"
"150919",148900,11,27,10,2,4,"0"
"150921",148900,11,31,10,2,4,"0"
"150933",148900,11,40,10,2,4,"0"
"150936",148900,11,31,10,2,4,"0"
"150938",148900,11,31,10,2,4,"0"
"150940",148900,11,22,10,2,4,"0"
"150942",148900,11,177,10,2,5,"0"
"150944",148900,11,31,10,2,3,"1"
"150956",148900,11,22,10,2,4,"0"
"150959",148900,42,31,10,2,4,"0"
"150961",148900,11,60,10,2,4,"0"
"150963",148900,11,22,10,2,4,"0"
"150981",148900,11,31,10,2,4,"0"
"150983",148900,11,44,10,2,4,"0"
"150997",148900,11,76,10,2,4,"0"
"151006",148900,11,22,10,2,4,"0"
"151016",148900,36,31,10,2,4,"0"
"151019",148900,11,22,10,2,4,"0"
"151023",148900,11,27,10,2,4,"0"
"151025",148900,217,31,10,2,4,"0"
"151027",148900,11,27,10,2,4,"0"
"151029",148900,11,27,10,2,4,"0"
"151031",148900,11,31,10,2,5,"0"
"151033",148900,11,71,10,2,4,"0"
"151035",148900,11,80,10,2,3,"1"
"151058",148900,11,31,10,2,3,"1"
"151079",148900,11,31,10,2,4,"0"
"151081",148900,11,22,10,2,4,"0"
"151083",148900,11,81,10,2,4,"0"
"151085",148900,11,76,10,2,4,"0"
"151087",148900,11,22,10,2,4,"0"
"151115",148900,11,22,10,2,4,"0"
"151117",148900,11,22,10,2,4,"0"
"151119",148900,11,22,10,2,4,"0"
"151121",148900,11,31,10,2,4,"0"
"151128",148900,11,22,10,2,5,"0"
"151133",148900,11,31,10,2,4,"0"
"151137",148900,11,22,10,2,3,"1"
"151140",148900,11,31,10,2,4,"0"
"151142",148900,11,31,10,2,4,"0"
"151144",148900,11,80,10,2,3,"1"
"151146",148900,11,80,10,2,4,"0"
"151148",148900,11,31,10,2,4,"0"
"151150",148900,11,31,10,2,4,"0"
"151152",148900,11,27,10,2,4,"0"
"151154",148900,11,31,10,2,3,"1"
"151178",148900,11,22,10,2,4,"0"
"151183",148900,11,31,10,2,4,"0"
"151185",148900,11,80,10,2,4,"0"
"151187",148900,11,41,10,2,4,"0"
"151189",148900,11,22,10,2,4,"0"
"151210",148900,11,31,10,2,3,"1"
"151213",148900,11,31,10,2,4,"0"
"151217",148900,11,31,10,2,4,"0"
"151219",148900,11,22,10,2,4,"0"
"151232",148900,11,22,10,2,4,"0"
"151251",148900,11,31,10,2,3,"1"
"151267",148900,11,31,10,2,3,"1"
"151270",148900,11,31,10,2,5,"0"
"151281",148900,11,22,10,2,4,"0"
"151282",148900,11,31,10,2,4,"0"
"151284",148900,11,22,10,2,4,"0"
"151286",148900,11,31,10,2,4,"0"
"151288",148900,11,31,10,2,5,"0"
"151294",148900,11,22,10,2,4,"0"
"151295",148900,11,81,10,2,4,"0"
"151301",148900,11,82,10,2,4,"0"
"151304",148900,11,27,10,2,4,"0"
"151309",148900,11,22,10,2,4,"0"
"151312",148900,11,80,10,2,4,"0"
"151315",148900,11,83,10,2,4,"0"
"151318",148900,11,22,10,2,5,"0"
"151320",148900,139,22,10,2,4,"0"
"151323",148900,11,27,10,2,4,"0"
"151342",148900,11,31,10,2,3,"1"
"151346",148900,11,82,10,2,4,"0"
"151348",148900,11,40,10,2,4,"0"
"151354",148900,11,80,10,2,4,"0"
"151356",148900,11,22,10,2,4,"0"
"151358",148900,11,22,10,2,4,"0"
"151362",148900,11,31,10,2,3,"1"
"151377",148900,11,22,10,2,4,"0"
"151379",148900,11,31,10,2,5,"0"
"151385",148900,11,22,10,2,4,"0"
"151388",148900,11,82,10,2,4,"0"
"151392",148900,11,80,10,2,4,"0"
"151394",148900,11,22,10,2,4,"0"
"151396",148900,11,80,10,2,4,"0"
"151399",148900,11,22,10,2,4,"0"
"151406",148900,11,22,10,2,4,"0"
"151410",148900,11,22,10,2,4,"0"
"151413",148900,11,80,10,2,4,"0"
"151415",148900,11,22,10,2,4,"0"
"151418",148900,11,22,10,2,4,"0"
"151420",148900,11,22,10,2,4,"0"
"151423",148900,11,80,10,2,3,"1"
"151427",148900,11,22,10,2,4,"0"
"151429",148900,11,80,10,2,4,"0"
"151431",148900,11,82,10,2,4,"0"
"151433",148900,11,82,10,2,4,"0"
"151436",148900,11,82,10,2,4,"0"
"151439",148900,11,22,10,2,4,"0"
"151442",148900,11,22,10,2,4,"0"
"151445",148900,91,21,75,2,4,"0"
"151446",148900,91,28,75,2,4,"0"
"151447",148900,91,18,75,2,4,"0"
"151448",148900,91,13,75,2,4,"0"
"151449",148900,91,12,75,2,4,"0"
"151450",148900,91,13,75,2,4,"0"
"151451",148900,91,13,75,2,4,"0"
"151452",148900,91,13,75,2,4,"0"
"151453",148900,91,13,75,2,4,"0"
"151454",148900,91,18,75,2,4,"0"
"151455",148900,91,13,75,2,4,"0"
"151456",148900,91,13,75,2,4,"0"
"151457",148900,91,12,75,2,4,"0"
"151458",148900,91,19,75,2,4,"0"
"151459",148900,91,31,75,2,4,"0"
"151460",148900,91,83,75,2,4,"0"
"151461",148900,91,13,75,2,4,"0"
"151462",148900,91,83,75,2,4,"0"
"151463",148900,91,83,75,2,4,"0"
"151464",148900,91,13,75,2,4,"0"
"151465",148900,91,13,75,2,4,"0"
"151466",148900,91,14,75,2,4,"0"
"151467",148900,91,13,75,2,4,"0"
"151468",148900,91,13,75,2,4,"0"
"151469",148900,91,13,75,2,4,"0"
"151470",148900,91,18,75,2,4,"0"
"151471",148900,91,13,75,2,4,"0"
"151472",148900,91,12,75,2,4,"0"
"151473",148900,91,13,75,2,4,"0"
"151474",148900,91,13,75,2,4,"0"
"151475",148900,91,13,75,2,4,"0"
"151476",148900,91,15,75,2,4,"0"
"151477",148900,91,15,75,2,4,"0"
"151478",148900,91,26,75,2,4,"0"
"151479",148900,91,13,75,2,4,"0"
"151480",148900,91,8,75,2,4,"0"
"151487",148900,91,30,75,2,4,"0"
"151495",148900,91,33,75,2,5,"0"
"151497",148900,91,14,75,2,5,"0"
"151519",148900,91,31,75,2,3,"1"
"151525",148900,91,27,75,2,4,"0"
"151530",148900,91,169,75,2,4,"0"
"151531",148900,91,80,75,2,4,"0"
"151533",148900,91,31,75,2,4,"0"
"151537",148900,91,13,75,2,4,"0"
"151538",148900,91,31,75,2,4,"0"
"151546",148900,91,22,75,2,4,"0"
"151548",148900,91,22,75,2,4,"0"
"151551",148900,91,36,75,2,4,"0"
"151554",148900,91,22,75,2,3,"1"
"151562",148900,91,31,75,2,4,"0"
"151564",148900,91,41,75,2,4,"0"
"151567",148900,91,22,75,2,4,"0"
"151568",148900,91,31,75,2,4,"0"
"151570",148900,91,36,75,2,4,"0"
"151573",148900,91,22,75,2,4,"0"
"151576",148900,91,22,75,2,4,"0"
"151579",148900,91,31,75,2,4,"0"
"151580",148900,91,31,75,2,4,"0"
"151581",148900,91,63,75,2,4,"0"
"151582",148900,91,22,75,2,4,"0"
"151583",148900,91,31,75,2,4,"0"
"151584",148900,91,41,75,2,4,"0"
"151585",148900,91,36,75,2,4,"0"
"151586",148900,91,83,75,2,4,"0"
"151587",148900,91,22,75,2,4,"0"
"151588",148900,91,22,75,2,4,"0"
"151589",148900,91,22,75,2,4,"0"
"151590",148900,91,22,75,2,4,"0"
"151591",148900,91,80,75,2,4,"0"
"151592",148900,91,22,75,2,4,"0"
"151593",148900,91,22,75,2,4,"0"
"151594",148900,91,83,75,2,3,"1"
"151600",148900,91,31,75,2,4,"0"
"151616",148900,91,31,75,2,4,"0"
"151618",148900,91,31,75,2,4,"0"
"151620",148900,91,31,75,2,3,"1"
"151628",148900,91,82,75,2,4,"0"
"151630",148900,91,81,75,2,4,"0"
